('Accuracy:', '0.6487179487179487')
('Accuracy:', '0.6605128205128206')
('Accuracy:', '0.6441025641025641')
('Accuracy:', '0.6328205128205128')
('Accuracy:', '0.6558974358974359')
('Accuracy:', '0.6558974358974359')
('Accuracy:', '0.6333333333333333')
('Accuracy:', '0.6507692307692308')
('Accuracy:', '0.6405128205128205')
('Accuracy:', '0.6369230769230769')
('Accuracy:', '0.6492307692307693')
('Accuracy:', '0.6374358974358975')
('Accuracy:', '0.6487179487179487')
('Accuracy:', '0.6312820512820513')
('Accuracy:', '0.6492307692307693')
('Accuracy:', '0.6523076923076923')
('Accuracy:', '0.6358974358974359')
('Accuracy:', '0.6369230769230769')
('Accuracy:', '0.637948717948718')
('Accuracy:', '0.6671794871794872')
('Accuracy:', '0.6492307692307693')
('Accuracy:', '0.6487179487179487')
('Accuracy:', '0.6435897435897436')
('Accuracy:', '0.6338461538461538')
('Accuracy:', '0.6441025641025641')
('Accuracy:', '0.6446153846153846')
('Accuracy:', '0.6425641025641026')
('Accuracy:', '0.6558974358974359')
('Accuracy:', '0.6533333333333333')
('Accuracy:', '0.6466666666666666')
('Accuracy:', '0.6364102564102564')
('Accuracy:', '0.637948717948718')
('Accuracy:', '0.66')
('Accuracy:', '0.6594871794871795')
('Accuracy:', '0.6487179487179487')
('Accuracy:', '0.6456410256410257')
('Accuracy:', '0.6446153846153846')
('Accuracy:', '0.6569230769230769')
('Accuracy:', '0.6415384615384615')
('Accuracy:', '0.6466666666666666')
('Accuracy:', '0.6466666666666666')
('Accuracy:', '0.6528205128205128')
('Accuracy:', '0.6307692307692307')
('Accuracy:', '0.6476923076923077')
('Accuracy:', '0.6323076923076923')
('Accuracy:', '0.6369230769230769')
('Accuracy:', '0.6615384615384615')
('Accuracy:', '0.6456410256410257')
('Accuracy:', '0.6307692307692307')
('Accuracy:', '0.6548717948717949')
('Accuracy:', '0.6487179487179487')
('Accuracy:', '0.658974358974359')
('Accuracy:', '0.6461538461538462')
('Accuracy:', '0.64')
('Accuracy:', '0.6476923076923077')
('Accuracy:', '0.6558974358974359')
('Accuracy:', '0.6415384615384615')
('Accuracy:', '0.6435897435897436')
('Accuracy:', '0.6543589743589744')
('Accuracy:', '0.6358974358974359')
('Accuracy:', '0.6533333333333333')
('Accuracy:', '0.6441025641025641')
('Accuracy:', '0.6548717948717949')
('Accuracy:', '0.6523076923076923')
('Accuracy:', '0.6343589743589744')
('Accuracy:', '0.6497435897435897')
('Accuracy:', '0.642051282051282')
('Accuracy:', '0.6579487179487179')
('Accuracy:', '0.6476923076923077')
('Accuracy:', '0.6497435897435897')
('Accuracy:', '0.6635897435897435')
('Accuracy:', '0.6476923076923077')
('Accuracy:', '0.661025641025641')
('Accuracy:', '0.6497435897435897')
('Accuracy:', '0.6287179487179487')
('Accuracy:', '0.6451282051282051')
('Accuracy:', '0.6579487179487179')
('Accuracy:', '0.6492307692307693')
('Accuracy:', '0.6564102564102564')
('Accuracy:', '0.6533333333333333')
('Accuracy:', '0.637948717948718')
('Accuracy:', '0.6543589743589744')
('Accuracy:', '0.6482051282051282')
('Accuracy:', '0.6497435897435897')
('Accuracy:', '0.6512820512820513')
('Accuracy:', '0.6353846153846154')
('Accuracy:', '0.6502564102564102')
('Accuracy:', '0.6456410256410257')
('Accuracy:', '0.6605128205128206')
('Accuracy:', '0.6476923076923077')
('Accuracy:', '0.6307692307692307')
('Accuracy:', '0.6471794871794871')
('Accuracy:', '0.64')
('Accuracy:', '0.6441025641025641')
('Accuracy:', '0.6317948717948718')
('Accuracy:', '0.6338461538461538')
('Accuracy:', '0.6405128205128205')
('Accuracy:', '0.6584615384615384')
('Accuracy:', '0.6584615384615384')
('Accuracy:', '0.6605128205128206')
